5.792065065298507,+1.06652600E+00,-6.71320000E-05,+1.36597000E-04,+1.06617520E+00,-3.11000000E-06,-4.03050000E-05,+1.06546070E+00,-1.02124000E-04,-6.09110000E-05,+1.06595440E+00,-1.78716000E-04,-2.57772000E-04,+1.06446040E+00,-1.11196000E-04,-6.73910000E-05
5.812033582089552,+1.08102420E+00,+1.20268000E-04,+2.47663000E-04,+1.07914040E+00,-3.83610000E-05,-8.37210000E-05,+1.07824400E+00,-2.58808000E-04,-1.14306000E-04,+1.07711380E+00,-7.54260000E-05,-8.51460000E-05,+1.07677600E+00,+7.14090000E-05,+1.49168000E-04
5.832060401119403,+1.09031290E+00,-4.83400000E-05,-3.88800000E-06,+1.09167690E+00,-1.38671000E-04,-2.27316000E-04,+1.08993610E+00,-2.23039000E-04,-2.05932000E-04,+1.08861100E+00,-2.35870000E-05,+4.79510000E-05,+1.08783150E+00,+5.68940000E-05,+1.94916000E-04
5.852058069029851,+1.08696110E+00,-6.35000000E-06,+6.54470000E-05,+1.08440190E+00,+1.02383000E-04,-4.45819000E-04,+1.09282020E+00,-7.63340000E-05,+2.94190000E-05,+1.09524950E+00,+6.44110000E-05,+1.63424000E-04,+1.09725020E+00,-1.56810000E-05,+0.00000000E+00
5.872055736940299,+1.09249540E+00,-2.56864000E-04,-1.99582000E-04,+1.09518460E+00,-9.09780000E-05,-8.57940000E-05,+1.09093640E+00,+8.87750000E-05,+9.59030000E-05,+1.08983220E+00,+7.38700000E-06,+4.88590000E-05,+1.09079350E+00,-9.30520000E-05,-6.63540000E-05
5.892024253731344,+1.07867280E+00,-2.39628000E-04,-2.08395000E-04,+1.08007580E+00,-7.65930000E-05,-4.26380000E-05,+1.08085530E+00,+5.46910000E-05,+1.25711000E-04,+1.08119300E+00,+5.98750000E-05,+8.79970000E-05,+1.08160880E+00,-6.77800000E-05,-4.93770000E-05
5.912021921641791,+1.06972180E+00,-2.59456000E-04,-2.03729000E-04,+1.06538280E+00,-5.22280000E-05,-2.04770000E-05,+1.06555160E+00,+6.16890000E-05,+1.75865000E-04,+1.06477220E+00,+5.11910000E-05,+1.88566000E-04,+1.06495410E+00,-5.32650000E-05,-5.55980000E-05
5.932048740671642,+1.05449610E+00,-2.17466000E-04,-1.73144000E-04,+1.05257350E+00,+1.42560000E-05,+7.75000000E-05,+1.05315810E+00,+1.18842000E-04,+1.95694000E-04,+1.05233960E+00,-6.24670000E-05,-5.02840000E-05,+1.05269040E+00,-2.05803000E-04,-2.52458000E-04
5.952017257462686,+1.04082910E+00,-2.52720000E-05,+1.03808000E-04,+1.03706170E+00,+9.66810000E-05,+2.13319000E-04,+1.03728250E+00,-1.29600000E-05,+3.20110000E-05,+1.03708770E+00,-1.10677000E-04,-2.23946000E-04,+1.03642510E+00,-2.37943000E-04,-2.00230000E-04
5.972014925373134,+1.02795480E+00,+6.62250000E-05,+1.46706000E-04,+1.02238160E+00,+7.63340000E-05,+1.53834000E-04,+1.02087460E+00,-3.36960000E-05,-7.43900000E-05,+1.02129040E+00,-2.30426000E-04,-2.42349000E-04,+1.02307020E+00,-9.39590000E-05,-1.01865000E-04
5.992041744402985,+1.02835760E+00,+1.10677000E-04,+1.68349000E-04,+1.02769500E+00,-2.43650000E-05,+1.63290000E-05,+1.02813670E+00,-1.92065000E-04,-2.45719000E-04,+1.02748720E+00,-1.86622000E-04,-1.82086000E-04,+1.02394060E+00,-6.84280000E-05,-2.13840000E-05
6.012039412313433,+1.04620750E+00,+1.06141000E-04,+1.09252000E-04,+1.04774040E+00,-5.40430000E-05,-1.28300000E-05,+1.05140420E+00,-2.02433000E-04,-2.48570000E-04,+1.05389860E+00,-1.84030000E-04,-1.42818000E-04,+1.05380760E+00,+4.45820000E-05,+1.17416000E-04
6.032066231343284,+1.10976070E+00,-7.64630000E-05,-9.46070000E-05,+1.11471030E+00,-1.54093000E-04,-2.41572000E-04,+1.11180030E+00,-2.19151000E-04,-1.92584000E-04,+1.11141050E+00,-8.61830000E-05,-8.90340000E-05,+1.11146250E+00,+4.95070000E-05,+1.42558000E-04
6.0520638992537314,+1.16457050E+00,-9.11080000E-05,-9.62920000E-05,+1.15721750E+00,-2.30686000E-04,-2.43645000E-04,+1.15681480E+00,-1.27914000E-04,-7.67220000E-05,+1.15719150E+00,+5.62460000E-05,+1.33357000E-04,+1.15759420E+00,+7.59450000E-05,+1.16380000E-04
6.072061567164179,+1.19947780E+00,-3.18035000E-04,-2.43127000E-04,+1.19697050E+00,-1.56814000E-04,-1.13399000E-04,+1.20307640E+00,-3.74540000E-05,+2.52720000E-05,+1.20503810E+00,+6.44110000E-05,+1.67441000E-04,+1.20767530E+00,+1.69770000E-05,+3.27880000E-05
6.092059235074627,+1.26235550E+00,-2.27446000E-04,-2.42609000E-04,+1.26066660E+00,-1.11455000E-04,-5.89670000E-05,+1.26935770E+00,+3.49920000E-05,+1.29469000E-04,+1.26844830E+00,+4.36750000E-05,+6.07820000E-05,+1.26668150E+00,-1.36727000E-04,-1.92195000E-04
6.112056902985074,+1.42695400E+00,-1.37504000E-04,-5.30060000E-05,+1.43305990E+00,-2.13840000E-05,+3.48620000E-05,+1.42487550E+00,+5.87080000E-05,+1.75736000E-04,+1.41665200E+00,+3.37000000E-06,+2.06060000E-05,+1.41724960E+00,-4.58780000E-05,-7.03720000E-05
6.132054570895522,+1.68616780E+00,-2.17855000E-04,-1.95305000E-04,+1.70257560E+00,-1.72370000E-05,+3.39550000E-05,+1.69886010E+00,+9.86250000E-05,+1.67312000E-04,+1.69239050E+00,+4.22490000E-05,+1.03808000E-04,+1.68516740E+00,-4.04350000E-05,-1.09122000E-04
