4.500058302238806,+2.34494790E-02,+3.37472770E-02,+3.50120320E-02
4.510086287313433,+2.73055650E-02,+2.73038800E-02,+2.73036210E-02
4.520085121268656,+2.73555900E-02,+2.73581820E-02,+2.73561080E-02
4.530083955223881,+2.74075590E-02,+2.73566270E-02,+2.73563680E-02
4.540082789179104,+2.73571450E-02,+2.73567560E-02,+2.73554600E-02
4.550081623134329,+2.74618610E-02,+2.74089850E-02,+2.74085960E-02
4.560080457089552,+2.74626380E-02,+2.75114970E-02,+2.75117560E-02
4.5700792910447765,+2.75155150E-02,+2.75168110E-02,+2.75174590E-02
4.580078125,+2.76201010E-02,+2.76203600E-02,+2.76203600E-02
4.5900769589552235,+2.76727180E-02,+2.76727180E-02,+2.76734950E-02
4.600075792910448,+2.77766560E-02,+2.77259830E-02,+2.77280560E-02
4.6100454757462686,+2.78297910E-02,+2.77820990E-02,+2.77779520E-02
4.620044309701493,+2.78837040E-02,+2.78859080E-02,+2.78831860E-02
4.630072294776119,+2.79393020E-02,+2.79356730E-02,+2.79367100E-02
4.640071128731344,+2.79910120E-02,+2.80414260E-02,+2.79915300E-02
4.650040811567164,+2.80453140E-02,+2.81458820E-02,+2.81454940E-02
4.660068796641791,+2.81467900E-02,+2.80955980E-02,+2.81448460E-02
4.670038479477612,+2.83046410E-02,+2.82530600E-02,+2.82017390E-02
4.6800664645522385,+2.83049000E-02,+2.82561710E-02,+2.82524120E-02
4.690065298507463,+2.83593330E-02,+2.83592040E-02,+2.83083990E-02
4.700064132462686,+2.84103950E-02,+2.84113020E-02,+2.83630920E-02
4.710062966417911,+2.85167960E-02,+2.85162770E-02,+2.85673390E-02
4.7200326492537314,+2.86222890E-02,+2.86255290E-02,+2.86247510E-02
4.730060634328358,+2.87283010E-02,+2.86255290E-02,+2.86251400E-02
4.740030317164179,+2.87809180E-02,+2.87840280E-02,+2.87827320E-02
4.750029151119403,+2.88866700E-02,+2.88376820E-02,+2.88352190E-02
4.760027985074627,+2.88363860E-02,+2.89409720E-02,+2.89403240E-02
4.770026819029851,+2.88875770E-02,+2.90420590E-02,+2.89934590E-02
4.780054804104478,+2.89919040E-02,+2.89924230E-02,+2.89937190E-02
4.790082789179104,+2.92030200E-02,+2.92063900E-02,+2.92045750E-02
4.800052472014926,+2.91528660E-02,+2.92054830E-02,+2.92579700E-02
4.810080457089552,+2.94140100E-02,+2.93620410E-02,+2.93109760E-02
4.820050139925373,+2.93118830E-02,+2.93118830E-02,+2.93617820E-02
4.830078125,+2.95196330E-02,+2.95239090E-02,+2.94728480E-02
4.8400769589552235,+2.96277180E-02,+2.95214470E-02,+2.94688300E-02
4.850046641791045,+2.95743230E-02,+2.96283660E-02,+2.96802050E-02
4.8600454757462686,+2.97332110E-02,+2.97859580E-02,+2.97841430E-02
4.870044309701493,+2.98902850E-02,+2.98365010E-02,+2.97873830E-02
4.880072294776119,+2.98895070E-02,+2.98375380E-02,+2.98403890E-02
4.89004197761194,+2.99458830E-02,+2.99475670E-02,+2.99968150E-02
4.900040811567164,+3.00999750E-02,+3.01020490E-02,+3.01010120E-02
4.910068796641791,+3.01533700E-02,+3.01029560E-02,+3.01553140E-02
4.920067630597015,+3.03109620E-02,+3.03122580E-02,+3.02626220E-02
4.930037313432836,+3.03657820E-02,+3.03135540E-02,+3.02621030E-02
4.94003614738806,+3.04242320E-02,+3.05250600E-02,+3.04703690E-02
4.950034981343284,+3.05774180E-02,+3.04733500E-02,+3.04710170E-02
4.960033815298507,+3.05756030E-02,+3.06309420E-02,+3.06798010E-02
4.970061800373134,+3.06855030E-02,+3.07877560E-02,+3.07885340E-02
4.980031483208955,+3.07407120E-02,+3.08959710E-02,+3.08936380E-02
4.990059468283582,+3.09496250E-02,+3.09448300E-02,+3.08408920E-02
5.000029151119403,+3.09469030E-02,+3.10551180E-02,+3.11042360E-02
5.010027985074627,+3.11611300E-02,+3.10516190E-02,+3.10009460E-02
5.0200559701492535,+3.11054020E-02,+3.11606110E-02,+3.12648090E-02
5.030025652985074,+3.12108960E-02,+3.13697840E-02,+3.14222710E-02
5.040053638059701,+3.13192400E-02,+3.13148340E-02,+3.13739310E-02
5.050023320895522,+3.15818090E-02,+3.14742420E-02,+3.14214930E-02
5.060080457089552,+3.15272480E-02,+3.15240080E-02,+3.15253040E-02
5.0700792910447765,+3.17384940E-02,+3.16357220E-02,+3.15810310E-02
5.080048973880597,+3.17902030E-02,+3.18480040E-02,+3.18447640E-02
5.0900769589552235,+3.19006210E-02,+3.19538860E-02,+3.19492210E-02
5.100075792910448,+3.19531090E-02,+3.21084980E-02,+3.20573060E-02
5.110074626865671,+3.21083680E-02,+3.20045600E-02,+3.20036520E-02
5.120073460820896,+3.21647430E-02,+3.21082380E-02,+3.21090160E-02
5.130072294776119,+3.22646640E-02,+3.22132130E-02,+3.22663490E-02
5.14004197761194,+3.23227240E-02,+3.24227740E-02,+3.24278290E-02
5.150069962686567,+3.25313810E-02,+3.24779830E-02,+3.24265330E-02
5.160068796641791,+3.24817420E-02,+3.25300850E-02,+3.25338430E-02
5.170067630597015,+3.26358370E-02,+3.26911760E-02,+3.27933000E-02
5.1800664645522385,+3.27431450E-02,+3.27393870E-02,+3.27397750E-02
5.19003614738806,+3.29551680E-02,+3.28971080E-02,+3.28487680E-02
5.200064132462686,+3.30080450E-02,+3.31105570E-02,+3.30584580E-02
5.210033815298507,+3.30088220E-02,+3.30605320E-02,+3.31638220E-02
5.220061800373134,+3.31696540E-02,+3.31136680E-02,+3.31161300E-02
5.230031483208955,+3.32729440E-02,+3.32695750E-02,+3.32189020E-02
5.240030317164179,+3.34301470E-02,+3.33259500E-02,+3.33223210E-02
5.250058302238806,+3.34839310E-02,+3.34319620E-02,+3.34830240E-02
5.26005713619403,+3.36915500E-02,+3.37475360E-02,+3.36406170E-02
5.2700559701492535,+3.36924570E-02,+3.36928460E-02,+3.37468880E-02
5.280054804104478,+3.39574860E-02,+3.39040910E-02,+3.37995050E-02
5.290053638059701,+3.40123060E-02,+3.41154670E-02,+3.39585230E-02
