3.146017957089552,+7.03722860E-01,+1.33734270E-02,+1.41191390E-02,+7.03378670E-01,+1.33730380E-02,+1.41168060E-02,+7.03100720E-01,+1.33751110E-02,+1.41186210E-02
3.166015625,+7.02173320E-01,+1.33730380E-02,+1.41164180E-02,+7.01716130E-01,+1.33743340E-02,+1.41183620E-02,+7.01723930E-01,+1.33740750E-02,+1.41186210E-02
3.1859841417910446,+7.01132960E-01,+1.33732970E-02,+1.41188800E-02,+7.01668080E-01,+1.33731670E-02,+1.41173250E-02,+7.00152340E-01,+1.33736860E-02,+1.41166770E-02
3.2060109608208953,+7.01461560E-01,+1.33738150E-02,+1.41188800E-02,+7.01219980E-01,+1.33738150E-02,+1.41184910E-02,+7.00990080E-01,+1.33744630E-02,+1.41201760E-02
3.226008628731343,+7.01012160E-01,+1.33735560E-02,+1.41178430E-02,+7.01204390E-01,+1.33734270E-02,+1.41178430E-02,+7.01057620E-01,+1.33726490E-02,+1.41183620E-02
3.246006296641791,+6.98932730E-01,+1.33736860E-02,+1.41188800E-02,+6.99337970E-01,+1.33734270E-02,+1.41191390E-02,+7.00910860E-01,+1.33742040E-02,+1.41181020E-02
3.266003964552239,+6.99550980E-01,+1.33748520E-02,+1.41182320E-02,+7.00870590E-01,+1.33742040E-02,+1.41186210E-02,+6.98330070E-01,+1.33740750E-02,+1.41197870E-02
3.2860016324626864,+6.97837810E-01,+1.33736860E-02,+1.41193980E-02,+7.00503020E-01,+1.33731670E-02,+1.41178430E-02,+6.98640490E-01,+1.33738150E-02,+1.41192690E-02
3.3059993003731343,+6.98608020E-01,+1.33735560E-02,+1.41188800E-02,+7.00484840E-01,+1.33732970E-02,+1.41187500E-02,+6.97989780E-01,+1.33727790E-02,+1.41182320E-02
3.325996968283582,+7.00205590E-01,+1.33727790E-02,+1.41171950E-02,+6.97572850E-01,+1.33745930E-02,+1.41175840E-02,+7.00253650E-01,+1.33731670E-02,+1.41175840E-02
3.34599463619403,+6.99152230E-01,+1.33734270E-02,+1.41170660E-02,+6.98797650E-01,+1.33721310E-02,+1.41188800E-02,+6.99741900E-01,+1.33736860E-02,+1.41187500E-02
3.3659923041044775,+6.97811840E-01,+1.33739450E-02,+1.41184910E-02,+6.99276920E-01,+1.33732970E-02,+1.41171950E-02,+6.99649690E-01,+1.33734270E-02,+1.41182320E-02
3.386019123134328,+6.98991180E-01,+1.33734270E-02,+1.41213420E-02,+6.96600030E-01,+1.33734270E-02,+1.41179730E-02,+6.99430180E-01,+1.33720010E-02,+1.41139550E-02
3.4059876399253732,+6.99245750E-01,+1.33773150E-02,+1.41376720E-02,+6.98888570E-01,+1.33749820E-02,+1.41103260E-02,+6.96149330E-01,+1.33734270E-02,+1.41205650E-02
3.426014458955224,+6.96427280E-01,+1.33739450E-02,+1.41182320E-02,+6.98934030E-01,+1.33743340E-02,+1.41195280E-02,+6.98630100E-01,+1.33727790E-02,+1.41178430E-02
3.4459829757462686,+6.98931430E-01,+1.33730380E-02,+1.41181020E-02,+6.99073010E-01,+1.33756300E-02,+1.41181020E-02,+6.96389610E-01,+1.33729080E-02,+1.41183620E-02
3.4659806436567164,+6.97922240E-01,+1.33739450E-02,+1.41171950E-02,+6.95757080E-01,+1.33729080E-02,+1.41184910E-02,+6.98640490E-01,+1.33747230E-02,+1.41170660E-02
3.4859783115671643,+6.95725910E-01,+1.33736860E-02,+1.41186210E-02,+6.98409300E-01,+1.33740750E-02,+1.41199170E-02,+6.98148240E-01,+1.33727790E-02,+1.41197870E-02
3.506005130597015,+6.97644290E-01,+1.33732970E-02,+1.41161580E-02,+6.98266430E-01,+1.33722600E-02,+1.41168060E-02,+6.98480740E-01,+1.33752410E-02,+1.41203050E-02
3.5259736473880596,+6.98227460E-01,+1.33745930E-02,+1.41182320E-02,+6.97626100E-01,+1.33747230E-02,+1.41190100E-02,+6.98037830E-01,+1.33735560E-02,+1.41190100E-02
